PLAYER,POS,TEAM,GP,MPG,FGM,FG%,FTM,FT%,3PM,3P%,PTS,DREB,OREB,TREB,AST,STL,BLK,TO,DD,A/TO
Anfernee Simons?,"PG,SG",POR,57,29.5,6.2,0.443(6.2/14.0),1.8,0.887(1.8/2.0),3.1,0.405(3.1/7.8),17.3,2.2,0.5,2.6,3.9,0.5,0.1,2,0,1.9
Bogdan Bogdanovic,"SG,SF,PF",ATL,63,29.4,5.4,0.431(5.4/12.6),1.5,0.842(1.5/1.8),2.7,0.368(2.7/7.3),15.1,3.5,0.5,4,3.1,1.1,0.2,1.1,0,2.8
Daniel Gafford,C,WAS,72,20.1,4,0.696(4.0/5.7),1.5,0.700(1.5/2.1),0,0.000(0.0/0.0),9.4,3.5,2.2,5.7,0.9,0.4,1.4,0.9,0.1,1
Ricky Rubio?,PG,IND,34,28.5,4.4,0.362(4.4/12.1),2.6,0.855(2.6/3.0),1.7,0.340(1.7/5.1),13.1,3.7,0.4,4.1,6.6,1.4,0.2,2.6,0.1,2.5
Robert Covington,"PF,C",LAC,71,27.3,2.9,0.418(2.9/7.0),0.8,0.845(0.8/1.0),1.8,0.377(1.8/4.8),8.5,4.7,0.8,5.5,1.3,1.5,1.3,1.1,0,1.2
Cameron Johnson,"SF,PF",PHX,66,26.3,4.2,0.460(4.2/9.2),1.5,0.855(1.5/1.7),2.5,0.426(2.5/5.9),12.5,3.5,0.6,4.1,1.5,0.9,0.2,0.7,0,2.1
Derrick White,"PG,SG",BOS,75,29.4,4.5,0.421(4.5/10.7),2.7,0.866(2.7/3.1),1.5,0.311(1.5/4.9),13.2,3,0.5,3.5,4.9,0.8,0.8,1.6,0,3.1
LaMarcus Aldridge,"PF,C",BRO,47,22.5,5.4,0.549(5.4/9.8),1.9,0.871(1.9/2.2),0.3,0.306(0.3/1.0),12.9,3.9,1.6,5.5,0.9,0.3,1,0.9,0,1
Onyeka Okongwu,"PF,C",ATL,48,20.7,3.3,0.690(3.3/4.7),1.7,0.729(1.7/2.3),0,0.000(0.0/0.0),8.2,3.5,2.4,5.9,1.1,0.6,1.3,0.9,0,1.2
Monte Morris?,"PG,SG",DEN,75,29.9,5,0.484(5.0/10.3),1,0.866(1.0/1.1),1.7,0.394(1.7/4.2),12.6,2.7,0.4,3,4.4,0.7,0.2,1,0,4.3
Will Barton?,"SG,SF",DEN,71,32.2,5.5,0.437(5.5/12.6),1.4,0.804(1.4/1.8),2.2,0.365(2.2/6.1),14.7,4.2,0.6,4.8,3.9,0.8,0.4,1.8,0,2.2
Marcus Smart,"PG,SG",BOS,71,32.4,4.2,0.419(4.2/10.1),2,0.794(2.0/2.5),1.7,0.331(1.7/5.1),12.1,3.2,0.6,3.8,5.9,1.7,0.3,2.3,0,2.6
Willy Hernangomez,C,NOP,49,17.2,3.5,0.522(3.5/6.7),2.2,0.771(2.2/2.9),0.1,0.333(0.1/0.2),9.2,4,2.9,6.9,1.3,0.4,0.4,1,0.2,1.2
Spencer Dinwiddie,"PG,SG",DAL,67,29.6,4.6,0.417(4.6/11.0),2.9,0.774(2.9/3.8),1.7,0.340(1.7/4.9),13.7,3.5,0.7,4.2,5.2,0.7,0.2,1.6,0.1,3.3
Patrick Beverley,"PG,SG",MIN,58,25.6,3.1,0.406(3.1/7.5),1.7,0.725(1.7/2.3),1.4,0.343(1.4/4.2),9.2,3.1,1.1,4.1,4.6,1.2,0.9,1.3,0,3.7
Otto Porter Jr.?,"SF,PF",GSW,63,22.2,3.1,0.462(3.1/6.6),0.8,0.804(0.8/1.0),1.3,0.370(1.3/3.4),8.2,4.4,1.4,5.8,1.5,1.1,0.5,0.6,0.1,2.5
Dorian Finney-Smith,"SF,PF",DAL,80,33.1,4.1,0.472(4.1/8.7),0.7,0.673(0.7/1.0),2.2,0.395(2.2/5.4),11,3.2,1.5,4.7,1.9,1.1,0.5,1,0,1.9
Herbert Jones?,"SF,PF",NOP,78,30,3.5,0.476(3.5/7.4),1.8,0.842(1.8/2.1),0.7,0.336(0.7/2.2),9.5,2.5,1.3,3.8,2.1,1.7,0.8,1.3,0,1.7
Isaiah Roby,C,OKL,45,21.1,3.7,0.514(3.7/7.2),1.7,0.671(1.7/2.6),1,0.445(1.0/2.2),10.1,3.2,1.7,4.8,1.6,0.8,0.8,1,0.1,1.7
Rayjon Tucker,SF,DEN,5,14.2,1.2,0.667(1.2/1.8),1,0.714(1.0/1.4),0.8,0.800(0.8/1.0),4.2,1,0.6,1.6,2,0.8,0,0.2,0,10
Buddy Hield,"SG,SF",IND,81,30.8,5.5,0.407(5.5/13.5),1.4,0.873(1.4/1.6),3.2,0.365(3.2/8.8),15.6,3.5,0.8,4.4,2.8,0.9,0.3,1.9,0,1.5
Terance Mann,"SG,SF",LAC,81,28.6,4.1,0.484(4.1/8.5),1.6,0.782(1.6/2.0),0.9,0.366(0.9/2.6),10.8,4,1.3,5.2,2.6,0.7,0.3,1,0.1,2.5
Bruce Brown,"SG,SF,PF",BRO,72,24.8,3.6,0.506(3.6/7.0),1.4,0.758(1.4/1.8),0.5,0.405(0.5/1.3),9,3.4,1.4,4.8,2.1,1.1,0.7,0.8,0,2.6
P.J. Washington,"PF,C",CHA,65,27.2,3.9,0.470(3.9/8.2),0.9,0.712(0.9/1.3),1.7,0.365(1.7/4.6),10.3,3.9,1.3,5.2,2.3,0.9,0.9,1.3,0,1.8
Luke Kennard?,"SG,SF",LAC,70,27.4,4.1,0.449(4.1/9.1),1,0.900(1.0/1.1),2.7,0.449(2.7/6.0),11.9,3,0.3,3.3,2.1,0.6,0.1,0.9,0,2.4
Derrick Rose?,"PG,SG",NYK,26,24.5,4.7,0.445(4.7/10.5),1.2,0.966(1.2/1.2),1.4,0.401(1.4/3.5),12,2.2,0.8,3,4,0.8,0.5,1.5,0,2.6
Isaiah Hartenstein,"PF,C",LAC,68,17.9,3.4,0.626(3.4/5.4),1.3,0.691(1.3/1.9),0.2,0.477(0.2/0.4),8.3,3.1,1.7,4.9,2.4,0.7,1.1,1.2,0,1.9
RJ Barrett?,"SG,SF",NYK,70,34.6,7,0.408(7.0/17.1),4.1,0.714(4.1/5.8),2,0.341(2.0/5.8),20,4.9,0.9,5.8,3,0.6,0.2,2.2,0.1,1.4
Jae'Sean Tate,"SF,PF",HOU,78,26.4,4.7,0.497(4.7/9.4),1.7,0.708(1.7/2.4),0.8,0.313(0.8/2.6),11.8,3.7,1.7,5.4,2.8,0.9,0.5,1.8,0.1,1.6
JaVale McGee,C,PHX,74,15.9,3.9,0.628(3.9/6.2),1.4,0.701(1.4/2.0),0,0.250(0.0/0.1),9.2,4.5,2.2,6.7,0.6,0.3,1.1,1.3,0.1,0.4
Carmelo Anthony?,"SF,PF",LAL,69,26.1,4.6,0.441(4.6/10.5),1.9,0.830(1.9/2.3),2.2,0.376(2.2/5.8),13.3,3.3,0.9,4.2,1,0.7,0.8,0.9,0,1.2
Malik Monk,"PG,SG,SF",LAL,76,28.1,5.1,0.473(5.1/10.9),1.2,0.792(1.2/1.5),2.3,0.392(2.3/5.8),13.8,2.9,0.5,3.4,2.9,0.8,0.4,1.6,0,1.8
Dillon Brooks?,"SG,SF",MEM,32,27.7,7.1,0.431(7.1/16.4),2.8,0.849(2.8/3.3),1.4,0.309(1.4/4.7),18.4,2.3,0.9,3.2,2.8,1.1,0.3,1.6,0,1.8
Kevon Looney,"PF,C",GSW,82,21.2,2.5,0.572(2.5/4.4),0.9,0.599(0.9/1.5),0,0.000(0.0/0.0),6,4.7,2.5,7.3,2,0.6,0.6,0.8,0.1,2.5
Devin Vassell,"SG,SF",SAS,71,27.3,4.6,0.427(4.6/10.8),1.2,0.842(1.2/1.4),1.9,0.361(1.9/5.4),12.3,3.7,0.6,4.3,1.9,1.1,0.6,0.8,0,2.3
Caris LeVert,"SG,SF",CLE,58,30.7,6.5,0.444(6.5/14.7),2.5,0.757(2.5/3.3),1.4,0.320(1.4/4.4),17,2.9,0.7,3.7,4.3,0.9,0.4,1.8,0,2.3
Marcus Morris Sr.?,"PF,C",LAC,54,29,5.6,0.434(5.6/12.8),2.4,0.872(2.4/2.7),1.9,0.367(1.9/5.1),15.4,3.9,0.5,4.4,2.1,0.5,0.3,1.3,0,1.6
Kentavious Caldwell-Pope?,"PG,SG,SF",WAS,77,30.3,4.7,0.435(4.7/10.8),1.8,0.890(1.8/2.0),2.1,0.389(2.1/5.3),13.2,2.8,0.5,3.4,1.9,1.1,0.3,1.3,0,1.5
Tyus Jones?,PG,MEM,73,21.3,3.4,0.451(3.4/7.6),0.7,0.822(0.7/0.9),1.1,0.391(1.1/2.8),8.7,2.2,0.2,2.4,4.4,0.9,0,0.6,0,7
Luguentz Dort?,"SG,SF",OKL,51,32.7,5.8,0.404(5.8/14.2),3.2,0.843(3.2/3.8),2.6,0.332(2.6/7.7),17.2,3.4,0.7,4.2,1.7,0.9,0.4,1.7,0,1
Brook Lopez?,C,MIL,13,23,4.7,0.465(4.7/10.1),1.5,0.870(1.5/1.8),1.5,0.358(1.5/4.1),12.4,2.6,1.5,4.1,0.5,0.6,1.2,0.9,0,0.5
Danilo Gallinari,"SF,PF",ATL,66,25.4,3.9,0.433(3.9/9.1),2.1,0.907(2.1/2.4),1.7,0.382(1.7/4.5),11.7,4.1,0.5,4.7,1.5,0.4,0.2,0.6,0,2.7
De'Anthony Melton,"PG,SG",MEM,73,22.7,3.9,0.404(3.9/9.5),1.2,0.750(1.2/1.6),1.9,0.373(1.9/5.1),10.8,3.6,0.9,4.5,2.7,1.4,0.5,1.5,0,1.7
T.J. McConnell,"PG,SG",IND,27,24.2,3.7,0.481(3.7/7.7),0.7,0.824(0.7/0.9),0.4,0.303(0.4/1.2),8.5,2.6,0.7,3.3,4.9,1.1,0.4,1.1,0,4.5
Mason Plumlee,"PF,C",CHA,73,24.6,2.8,0.642(2.8/4.4),0.9,0.393(0.9/2.3),0,0.000(0.0/0.0),6.5,5.3,2.5,7.8,3.1,0.8,0.7,1.4,0.1,2.3
P.J. Tucker?,"PF,C",MIA,71,27.9,2.9,0.484(2.9/6.0),0.6,0.733(0.6/0.9),1.1,0.415(1.1/2.7),7.6,4,1.4,5.4,2.1,0.8,0.2,0.9,0.1,2.3
Nicolas Claxton,C,BRO,47,20.7,3.8,0.674(3.8/5.6),1.2,0.581(1.2/2.0),0,0.000(0.0/0.0),8.7,3.7,1.9,5.6,0.9,0.5,1.1,0.8,0.1,1.1
Terry Taylor,"SG,SF",IND,33,21.7,4.1,0.616(4.1/6.6),1.1,0.703(1.1/1.6),0.4,0.313(0.4/1.2),9.6,2.3,2.9,5.2,1.2,0.4,0.3,0.7,0.1,1.7
Jalen Smith?,"PF,C",IND,51,18.1,3.5,0.503(3.5/6.9),1.5,0.765(1.5/2.0),0.8,0.326(0.8/2.4),9.2,4.1,2,6,0.5,0.3,0.8,0.8,0.2,0.6
Chris Boucher,"PF,C",TOR,80,21.2,3.4,0.466(3.4/7.2),1.9,0.780(1.9/2.4),0.9,0.297(0.9/2.9),9.4,3.9,2.2,6.2,0.3,0.6,0.9,0.5,0.1,0.6
Nassir Little?,SF,POR,42,25.9,3.5,0.460(3.5/7.5),1.6,0.732(1.6/2.2),1.2,0.330(1.2/3.7),9.8,4.2,1.4,5.6,1.3,0.6,0.9,1,0.1,1.4
Nicolas Batum?,"SF,PF",LAC,59,24.8,3,0.462(3.0/6.6),0.4,0.656(0.4/0.6),1.8,0.400(1.8/4.6),8.3,3.8,0.5,4.3,1.7,1,0.7,0.7,0,2.5
Dwight Powell,"PF,C",DAL,82,22,3.3,0.671(3.3/4.9),2,0.780(2.0/2.6),0.2,0.356(0.2/0.5),8.7,2.8,2.1,4.9,1.2,0.5,0.5,0.8,0,1.5
Grayson Allen?,"SG,SF",MIL,66,27.4,3.9,0.448(3.9/8.6),1,0.866(1.0/1.1),2.4,0.409(2.4/5.9),11.1,2.9,0.5,3.3,1.5,0.7,0.3,0.7,0,2.3
Royce O'Neale,"SG,SF,PF",UTA,77,31.3,2.6,0.458(2.6/5.8),0.6,0.795(0.6/0.7),1.6,0.390(1.6/4.0),7.4,3.9,0.8,4.8,2.5,1.1,0.4,1,0,2.4
Alperen Sengun,C,HOU,72,20.8,3.5,0.475(3.5/7.3),2.3,0.711(2.3/3.2),0.4,0.245(0.4/1.6),9.6,3.5,1.9,5.4,2.6,0.8,0.9,2,0.1,1.3
Dennis Schroder?,PG,HOU,64,28.7,4.9,0.432(4.9/11.3),2.5,0.851(2.5/2.9),1.3,0.343(1.3/3.9),13.5,2.8,0.5,3.3,4.6,0.9,0.1,2.3,0,2.1
Jae Crowder?,"SF,PF",PHX,67,28.3,3.2,0.399(3.2/8.1),1.1,0.791(1.1/1.3),1.9,0.349(1.9/5.5),9.4,4.8,0.4,5.3,1.9,1.4,0.4,0.8,0,2.3
Pat Connaughton,"SG,SF",MIL,65,26,3.5,0.457(3.5/7.6),0.7,0.831(0.7/0.8),2.3,0.395(2.3/5.7),9.9,3.5,0.7,4.2,1.3,0.9,0.2,0.5,0,2.3
Joe Harris?,"SG,SF",BRO,14,30.1,4,0.451(4.0/8.9),0.4,0.837(0.4/0.4),2.9,0.466(2.9/6.3),11.3,3.6,0.4,4,1,0.5,0.1,1.1,0,0.9
Reggie Jackson?,"PG,SG",LAC,75,31.2,6.4,0.392(6.4/16.3),1.8,0.848(1.8/2.2),2.2,0.327(2.2/6.8),16.8,3.1,0.5,3.6,4.8,0.7,0.2,2.3,0.1,2.1
Cody Martin,"SG,SF",CHA,71,26.3,2.9,0.482(2.9/6.0),1.1,0.702(1.1/1.5),0.9,0.384(0.9/2.2),7.7,2.9,1.2,4,2.5,1.3,0.4,0.9,0,3
Alex Caruso?,"PG,SG",CHI,41,28.1,2.5,0.399(2.5/6.2),1.4,0.792(1.4/1.8),1,0.332(1.0/3.1),7.4,2.8,0.8,3.6,4,1.7,0.4,1.4,0,2.9
Jaxson Hayes,"PF,C",NOP,70,20,3.5,0.614(3.5/5.7),2.1,0.766(2.1/2.7),0.3,0.349(0.3/0.8),9.3,2.9,1.6,4.5,0.6,0.5,0.8,0.8,0.1,0.8
Jared Harper,PG,NOP,5,8.6,2.8,0.538(2.8/5.2),0.8,1.000(0.8/0.8),1,0.417(1.0/2.4),7.4,0,0.4,0.4,2.8,0.8,0.2,0.4,0,7
Victor Oladipo,"SG,SF",MIA,8,21.6,4.4,0.480(4.4/9.1),1.8,0.735(1.8/2.4),1.9,0.418(1.9/4.5),12.4,2.5,0.4,2.9,3.5,0.6,0.1,2,0.1,1.8
Cameron Oliver,SF,ATL,2,21.6,5,0.667(5.0/7.5),1,0.667(1.0/1.5),0.5,0.333(0.5/1.5),11.5,2,1,3,1.5,0.5,0.5,0,0,3
Kevin Huerter,"SG,SF",ATL,74,29.6,4.7,0.454(4.7/10.3),0.6,0.814(0.6/0.7),2.2,0.389(2.2/5.6),12.1,3,0.4,3.4,2.7,0.7,0.4,1.2,0,2.2
Zach Collins,"PF,C",SAS,28,18,2.7,0.489(2.7/5.5),1.9,0.802(1.9/2.3),0.5,0.342(0.5/1.5),7.8,3.8,1.6,5.5,2.2,0.5,0.8,1.6,0,1.4
Darius Bazley?,"SF,PF",OKL,69,27.9,4,0.423(4.0/9.4),1.7,0.691(1.7/2.5),1.2,0.297(1.2/3.9),10.8,5.3,1,6.3,1.4,0.8,1,1.3,0.1,1.1
Jalen Green,SG,HOU,67,31.9,6.1,0.426(6.1/14.2),2.8,0.798(2.8/3.5),2.3,0.342(2.3/6.8),17.3,2.9,0.5,3.4,2.6,0.6,0.3,2,0,1.3
Chris Duarte?,"SG,SF",IND,55,28.1,4.9,0.431(4.9/11.3),1.6,0.804(1.6/2.0),1.7,0.369(1.7/4.6),13.1,3.4,0.8,4.1,2.1,1,0.2,1.6,0,1.3
Marvin Bagley III?,"PF,C",DET,48,23.9,4.7,0.505(4.7/9.3),1.4,0.667(1.4/2.1),0.5,0.238(0.5/2.0),11.3,4.9,2.2,7,0.8,0.5,0.4,0.8,0.1,0.9
Josh Richardson,"SG,SF",SAS,65,24.7,3.6,0.438(3.6/8.2),1.5,0.892(1.5/1.7),1.6,0.415(1.6/3.8),10.2,2.2,0.7,2.9,1.8,0.9,0.4,1,0,1.7
Markelle Fultz,"PG,SG",ORL,18,20.1,4.6,0.474(4.6/9.7),1.4,0.808(1.4/1.7),0.2,0.234(0.2/0.9),10.8,2.5,0.2,2.7,5.5,1.1,0.3,2.2,0.1,2.5
Immanuel Quickley,"PG,SG",NYK,78,23.1,3.6,0.392(3.6/9.3),2.3,0.880(2.3/2.6),1.8,0.346(1.8/5.1),11.3,2.8,0.4,3.2,3.5,0.7,0,1.3,0.1,2.8
Coby White?,"PG,SG",CHI,61,27.5,4.6,0.433(4.6/10.6),1.3,0.859(1.3/1.5),2.2,0.385(2.2/5.8),12.7,2.7,0.3,3,2.9,0.5,0.2,1.1,0,2.5
Kyle Anderson,"SF,PF",MEM,69,21.5,3,0.446(3.0/6.8),1,0.638(1.0/1.5),0.5,0.329(0.5/1.6),7.6,4.3,1,5.3,2.7,1.1,0.7,1,0,2.6
Evan Fournier,"SG,SF",NYK,80,29.5,5,0.417(5.0/12.1),1,0.709(1.0/1.4),3,0.389(3.0/7.7),14.1,2.2,0.4,2.6,2.1,1,0.3,1.3,0,1.6
Caleb Martin,"SG,SF",MIA,60,22.9,3.5,0.508(3.5/6.8),1.2,0.761(1.2/1.6),1.1,0.415(1.1/2.6),9.2,2.7,1.2,3.8,1.1,1,0.5,0.9,0,1.2
Kelly Olynyk,"PF,C",DET,40,19.1,3.2,0.448(3.2/7.2),1.7,0.776(1.7/2.2),1,0.336(1.0/3.0),9.1,3.1,1.4,4.4,2.8,0.8,0.5,1.5,0,1.9
Javonte Green,"PG,SG,SF",CHI,65,23.4,2.7,0.542(2.7/5.0),1.2,0.831(1.2/1.5),0.6,0.355(0.6/1.6),7.2,2.8,1.4,4.2,0.9,1,0.5,0.5,0,2
Nerlens Noel?,"PF,C",NYK,25,22.6,1.3,0.533(1.3/2.4),0.8,0.700(0.8/1.2),0,0.000(0.0/0.1),3.4,3.8,1.9,5.6,0.9,1.2,1.2,0.8,0,1.2
Larry Nance Jr.,"PF,C",NOP,46,22.7,2.8,0.521(2.8/5.4),0.9,0.702(0.9/1.2),0.5,0.329(0.5/1.5),7,3.8,1.6,5.4,1.8,0.9,0.4,0.8,0,2.2
Isaiah Jackson,"PF,C",IND,36,15.1,3.2,0.563(3.2/5.7),1.7,0.684(1.7/2.4),0.1,0.318(0.1/0.4),8.3,2.5,1.7,4.2,0.3,0.7,1.4,1.1,0.1,0.3
Patrick Williams,"SF,PF",CHI,17,24.9,3.2,0.530(3.2/6.0),1.8,0.730(1.8/2.4),0.9,0.515(0.9/1.7),9,3.1,1,4.1,0.9,0.5,0.5,0.9,0.1,0.9
Eric Gordon?,"SG,SF",HOU,57,29.3,4.7,0.475(4.7/9.9),1.8,0.776(1.8/2.4),2.2,0.413(2.2/5.3),13.4,1.7,0.3,2,2.7,0.5,0.3,1.9,0,1.4
Drew Eubanks?,"PF,C",POR,71,17.6,3.1,0.595(3.1/5.2),1.4,0.760(1.4/1.8),0.1,0.219(0.1/0.3),7.7,3.5,1.8,5.4,1.2,0.4,0.6,1.1,0.1,1
Kris Dunn?,"PG,SG",POR,14,24.1,3.1,0.431(3.1/7.3),1.2,0.938(1.2/1.3),0.1,0.089(0.1/0.8),7.6,2.9,0.6,3.5,5.6,1.6,0.2,2.3,0,2.5
Chuma Okeke,PF,ORL,70,25,3.1,0.375(3.1/8.2),0.8,0.849(0.8/0.9),1.7,0.319(1.7/5.3),8.6,4.3,0.7,5,1.7,1.4,0.6,0.8,0,2.1
Kemba Walker?,PG,NYK,37,25.7,4,0.403(4.0/10.0),1.6,0.844(1.6/1.9),2,0.366(2.0/5.4),11.6,2.6,0.4,3,3.5,0.7,0.2,1.3,0,2.7
Cameron Payne?,"PG,SG",PHX,58,22.1,4.1,0.409(4.1/10.1),1.3,0.843(1.3/1.5),1.2,0.335(1.2/3.6),10.8,2.6,0.4,3,4.9,0.7,0.3,1.8,0.1,2.8
Kelly Oubre Jr.,"SG,SF",CHA,76,26.4,5.4,0.440(5.4/12.3),1.7,0.667(1.7/2.5),2.5,0.345(2.5/7.3),15,2.9,1,4,1.1,1,0.4,0.9,0,1.3
Sekou Doumbouya,"SF,PF",LAL,2,8.2,2.5,0.625(2.5/4.0),1.5,0.750(1.5/2.0),0.5,0.500(0.5/1.0),7,2,1,3,0,1.5,1,1,0,0
Precious Achiuwa,"SF,PF,C",TOR,73,23.7,3.6,0.439(3.6/8.3),1.1,0.598(1.1/1.8),0.8,0.360(0.8/2.1),9.1,4.5,2,6.5,1.1,0.5,0.6,1.2,0.1,1
D.J. Wilson,PF,TOR,4,13.5,2.8,0.733(2.8/3.8),2,0.800(2.0/2.5),0,0.000(0.0/0.5),7.5,3.8,0.3,4,1.3,1,0.3,0.5,0,2.5
Damian Jones,C,SAC,56,18.2,3.1,0.659(3.1/4.8),1.7,0.718(1.7/2.3),0.2,0.346(0.2/0.5),8.1,3.1,1.3,4.4,1.2,0.5,0.8,1.1,0,1.2
Trey Lyles,"PF,C",SAC,75,20.6,3.5,0.466(3.5/7.5),2.6,0.802(2.6/3.2),0.9,0.319(0.9/2.8),10.5,3.9,1.2,5.1,1.2,0.4,0.4,1,0,1.2
Jordan Clarkson,"PG,SG",UTA,79,27.2,5.9,0.419(5.9/14.1),1.8,0.827(1.8/2.2),2.4,0.319(2.4/7.6),16,2.6,0.8,3.5,2.5,0.8,0.2,1.6,0,1.5
Ayo Dosunmu,"PG,SG",CHI,77,27.4,3.6,0.519(3.6/7.0),0.7,0.683(0.7/1.0),0.9,0.376(0.9/2.4),8.8,2.4,0.4,2.8,3.3,0.8,0.4,1.4,0.1,2.4
Cory Joseph?,"PG,SG",DET,65,24.7,2.7,0.446(2.7/6.2),1.5,0.885(1.5/1.7),1,0.413(1.0/2.4),8,2.2,0.4,2.7,3.6,0.6,0.3,1.3,0,2.8
Dwight Howard?,C,LAL,60,16.2,2.2,0.611(2.2/3.7),1.6,0.658(1.6/2.4),0.1,0.520(0.1/0.3),6.2,4,2,5.9,0.6,0.6,0.6,0.8,0.1,0.7
Hamidou Diallo?,"SG,SF",DET,58,22,4.5,0.496(4.5/9.1),1.6,0.651(1.6/2.4),0.4,0.250(0.4/1.6),11,3.6,1.2,4.8,1.3,1.2,0.3,1,0.1,1.3
Grant Williams,"SF,PF",BOS,77,24.4,2.7,0.474(2.7/5.6),1.1,0.911(1.1/1.2),1.4,0.412(1.4/3.4),7.8,2.7,0.8,3.6,1,0.5,0.7,0.8,0,1.3
Chimezie Metu,"PF,C",SAC,60,21.3,3.4,0.452(3.4/7.5),1.2,0.776(1.2/1.5),1,0.306(1.0/3.1),8.9,5,0.6,5.6,1,0.9,0.5,1,0.1,1
Tim Hardaway Jr.?,"SG,SF",DAL,42,29.8,5,0.395(5.0/12.6),1.9,0.759(1.9/2.5),2.4,0.336(2.4/7.2),14.2,3.4,0.3,3.7,2.2,0.9,0.1,0.8,0,2.7
Derrick Walton Jr.,PG,DET,3,36.1,2,0.231(2.0/8.7),1.3,1.000(1.3/1.3),1,0.231(1.0/4.3),6.3,2.7,0.7,3.3,7,2,1.3,3.7,0,1.9
Eric Bledsoe?,"PG,SG",POR,54,25.2,3.7,0.422(3.7/8.7),1.6,0.756(1.6/2.1),0.9,0.311(0.9/3.0),9.9,2.8,0.5,3.4,4.2,1.3,0.4,2.2,0,1.9
De'Andre Hunter,"SF,PF",ATL,53,29.8,4.8,0.441(4.8/10.9),2.4,0.767(2.4/3.1),1.4,0.380(1.4/3.7),13.4,2.8,0.5,3.3,1.3,0.7,0.4,1.3,0,1
Rui Hachimura,"SF,PF",WAS,42,22.5,4.5,0.491(4.5/9.1),1.1,0.701(1.1/1.6),1.3,0.447(1.3/2.9),11.3,3.2,0.6,3.8,1.1,0.5,0.2,0.8,0,1.5
Matisse Thybulle,"SG,SF",PHI,66,25.6,2.3,0.499(2.3/4.6),0.5,0.800(0.5/0.7),0.7,0.312(0.7/2.2),5.7,1.7,0.6,2.3,1.1,1.7,1.1,0.6,0,1.9
Naz Reid,C,MIN,77,15.9,3,0.490(3.0/6.2),1.5,0.763(1.5/1.9),0.7,0.343(0.7/2.2),8.3,2.6,1.3,3.9,0.9,0.5,0.9,1.1,0.1,0.9
Oshae Brissett,"SF,PF",IND,67,23.4,3.1,0.411(3.1/7.6),1.7,0.694(1.7/2.5),1.2,0.350(1.2/3.5),9.1,3.7,1.6,5.3,1.1,0.6,0.4,0.8,0.1,1.3
John Konchar,SG,MEM,72,18,1.9,0.516(1.9/3.6),0.4,0.559(0.4/0.7),0.7,0.411(0.7/1.8),4.8,3.4,1.2,4.6,1.5,0.7,0.3,0.4,0,3.8
