PLAYER,POS,TEAM,GP,MPG,FGM,FG%,FTM,FT%,3PM,3P%,PTS,DREB,OREB,TREB,AST,STL,BLK,TO,DD,A/TO
Devonte' Graham?,"PG,SG",NOP,76,28.5,3.9,0.363(3.9/10.7),1.6,0.842(1.6/1.8),2.5,0.341(2.5/7.4),11.9,1.8,0.5,2.3,4.2,0.9,0.1,1.4,0,3
Gary Harris,"SG,SF",ORL,61,28.4,3.9,0.433(3.9/9.1),1.4,0.872(1.4/1.6),1.9,0.384(1.9/5.0),11.1,1.4,0.6,2,1.8,1,0.1,1,0,1.8
Delon Wright,"PG,SG",ATL,77,18.9,1.6,0.453(1.6/3.5),0.7,0.854(0.7/0.8),0.6,0.377(0.6/1.5),4.4,2.2,0.6,2.9,2.4,1.2,0.3,0.6,0,4.2
Max Strus,"SG,SF",MIA,68,23.4,3.7,0.441(3.7/8.3),0.6,0.795(0.6/0.8),2.7,0.409(2.7/6.5),10.6,2.6,0.4,3,1.4,0.4,0.2,0.8,0,1.6
Maxi Kleber?,"PF,C",DAL,59,24.6,2.4,0.398(2.4/6.0),0.8,0.709(0.8/1.1),1.4,0.326(1.4/4.3),7,4.7,1.2,5.9,1.2,0.5,1,0.8,0,1.4
Patty Mills,"PG,SG",BRO,81,29,4,0.408(4.0/9.8),0.6,0.808(0.6/0.7),2.8,0.399(2.8/7.0),11.4,1.7,0.2,1.9,2.3,0.6,0.2,0.9,0,2.5
Olivier Sarr,SG,OKL,22,19.3,2.6,0.575(2.6/4.6),1.1,0.826(1.1/1.3),0.6,0.447(0.6/1.3),7,2.7,1.5,4.2,0.9,0.3,0.7,1,0,0.9
DeMarcus Cousins,"PF,C",DEN,48,15,3.1,0.459(3.1/6.8),2,0.762(2.0/2.6),0.8,0.303(0.8/2.5),9,4.1,1.5,5.6,1.5,0.7,0.4,1.8,0,0.8
Amir Coffey,"SG,SF",LAC,69,22.7,3.1,0.453(3.1/6.8),1.5,0.859(1.5/1.7),1.4,0.378(1.4/3.7),9,2.5,0.4,2.9,1.8,0.6,0.2,0.7,0,2.8
Donte DiVincenzo,"PG,SG",SAC,42,24,2.8,0.351(2.8/8.0),1.7,0.843(1.7/2.0),1.8,0.339(1.8/5.2),9,3.1,1,4,2.8,1.1,0.2,1.7,0,1.6
Malik Beasley,"PG,SG",MIN,79,25.1,4.2,0.390(4.2/10.8),0.6,0.816(0.6/0.8),3,0.377(3.0/8.1),12.1,2.5,0.3,2.9,1.5,0.5,0.2,0.5,0,2.7
Jeremiah Robinson-Earl,"SF,PF,C",OKL,49,22.2,2.7,0.413(2.7/6.6),0.8,0.745(0.8/1.1),1.2,0.350(1.2/3.4),7.5,4.1,1.5,5.6,1,0.6,0.3,0.8,0.1,1.3
Garrison Mathews,"SG,SF",HOU,65,26.3,2.8,0.399(2.8/7.1),2.2,0.794(2.2/2.8),2.1,0.360(2.1/5.9),10,2.4,0.5,2.9,1,0.9,0.4,0.6,0,1.6
Deni Avdija,"SG,SF,PF",WAS,82,24.2,3.1,0.432(3.1/7.1),1.3,0.759(1.3/1.7),1,0.316(1.0/3.2),8.4,4.5,0.6,5.2,2,0.7,0.5,1.1,0,1.9
Gary Payton II,"PG,SG",GSW,71,17.7,3,0.616(3.0/4.9),0.5,0.598(0.5/0.8),0.6,0.361(0.6/1.7),7.1,2.4,1,3.5,0.9,1.4,0.3,0.6,0,1.6
Dewayne Dedmon?,C,MIA,67,15.9,2.5,0.566(2.5/4.3),1.1,0.752(1.1/1.5),0.3,0.400(0.3/0.7),6.3,4.2,1.6,5.7,0.7,0.4,0.6,1,0,0.7
Mike Muscala?,"PF,C",OKL,43,13.8,2.6,0.456(2.6/5.8),1.1,0.842(1.1/1.3),1.6,0.430(1.6/3.8),8,2.5,0.5,3,0.5,0.4,0.6,0.3,0,1.6
Nah'Shon Hyland,"PG,SG",DEN,69,19,3.3,0.402(3.3/8.3),1.6,0.856(1.6/1.8),1.9,0.366(1.9/5.2),10.1,2.5,0.2,2.7,2.8,0.6,0.3,1.3,0,2.2
Jaden McDaniels,"SF,PF",MIN,70,25.8,3.6,0.460(3.6/7.9),0.8,0.802(0.8/1.0),1.1,0.317(1.1/3.6),9.2,3.1,1.1,4.2,1.1,0.7,0.8,1.1,0,1
Isaac Okoro,"SG,SF",CLE,67,29.6,3.1,0.481(3.1/6.4),1.8,0.771(1.8/2.3),0.8,0.350(0.8/2.3),8.8,1.9,1.1,3,1.8,0.8,0.3,0.9,0,2.1
Isaiah Livers,SF,DET,19,20.2,2.2,0.456(2.2/4.7),0.6,0.851(0.6/0.7),1.4,0.421(1.4/3.4),6.4,2.2,0.8,3,1.2,0.7,0.4,0.8,0.1,1.5
Devin Cannady,PG,ORL,5,28.9,3,0.341(3.0/8.8),1,0.714(1.0/1.4),3,0.405(3.0/7.4),10,1,0.2,1.2,2,1,0.6,1,0,2
Daniel Theis,"PF,C",BOS,47,20.9,3.2,0.519(3.2/6.2),1,0.680(1.0/1.5),0.7,0.307(0.7/2.3),8.2,3.6,1.3,4.9,0.9,0.4,0.7,1,0.1,0.9
Trendon Watford?,SF,POR,48,18.1,3,0.532(3.0/5.6),1.5,0.755(1.5/2.0),0.2,0.241(0.2/0.8),7.6,3,1.2,4.1,1.7,0.5,0.6,0.9,0,1.8
Jeff Green,"SF,PF,C",DEN,75,24.7,3.7,0.523(3.7/7.1),2.2,0.833(2.2/2.6),0.7,0.317(0.7/2.2),10.3,2.5,0.6,3.1,1.3,0.4,0.4,0.9,0,1.4
Reggie Perry,PF,IND,10,18.8,4,0.506(4.0/7.9),0.9,0.600(0.9/1.5),0.3,0.188(0.3/1.6),9.2,3.2,1.5,4.7,1.2,0.9,0.6,1.1,0.1,1.1
Duncan Robinson,"SG,SF",MIA,79,25.9,3.7,0.399(3.7/9.2),0.7,0.844(0.7/0.8),2.9,0.372(2.9/7.9),10.9,2.3,0.3,2.6,1.6,0.5,0.2,0.8,0,2.2
Kenrich Williams?,"SF,PF",OKL,49,22,3,0.461(3.0/6.5),0.6,0.545(0.6/1.1),0.8,0.340(0.8/2.5),7.4,3,1.5,4.5,2.2,0.9,0.2,0.9,0,2.3
Braxton Key,PF,,11,17.9,3,0.458(3.0/6.6),0.6,0.542(0.6/1.2),0.6,0.288(0.6/1.9),7.2,3.5,1.2,4.6,1,1,1.1,1,0,1
Doug McDermott?,"SF,PF",SAS,51,24,4.2,0.463(4.2/9.1),0.8,0.780(0.8/1.0),2.1,0.422(2.1/5.0),11.3,1.9,0.4,2.3,1.3,0.3,0.1,0.8,0,1.5
Justin Holiday,"SG,SF",SAC,74,27.9,3.5,0.394(3.5/9.0),0.7,0.810(0.7/0.8),2.4,0.367(2.4/6.5),10.1,2.2,0.4,2.6,1.7,0.8,0.4,0.9,0,1.8
Talen Horton-Tucker?,"SG,SF",LAL,60,25.2,3.7,0.416(3.7/9.0),1.7,0.803(1.7/2.1),0.8,0.271(0.8/3.0),10,2.6,0.6,3.2,2.7,1,0.5,1.4,0,1.9
Aleksej Poku?evski,"SF,PF",OKL,61,20.3,3.1,0.408(3.1/7.5),0.6,0.695(0.6/0.8),0.9,0.288(0.9/3.2),7.6,4,1.2,5.2,2.1,0.6,0.6,1.5,0.1,1.4
Serge Ibaka?,"PF,C",MIL,54,16.3,2.7,0.500(2.7/5.5),0.6,0.728(0.6/0.8),0.7,0.377(0.7/1.8),6.8,3.5,1.1,4.6,0.9,0.2,0.6,0.8,0.1,1.1
Thomas Bryant?,C,WAS,27,16.3,2.9,0.520(2.9/5.5),1.3,0.878(1.3/1.5),0.4,0.282(0.4/1.6),7.4,3,1,4,0.9,0.2,0.8,0.7,0,1.2
Thaddeus Young,"PF,C",TOR,52,16.3,2.7,0.516(2.7/5.3),0.4,0.468(0.4/0.9),0.3,0.359(0.3/0.9),6.2,2.5,1.5,4,2,1,0.4,1,0,2
Jaylen Nowell,SG,MIN,62,15.8,3.2,0.474(3.2/6.7),1.2,0.784(1.2/1.5),1,0.395(1.0/2.6),8.5,1.6,0.4,2,2.1,0.4,0.2,0.6,0,3.6
Austin Reaves,SG,LAL,61,23.3,2.4,0.459(2.4/5.2),1.6,0.839(1.6/1.9),0.9,0.316(0.9/2.8),7.3,2.4,0.7,3.2,1.8,0.5,0.3,0.7,0,2.8
Brandon Williams,PG,POR,24,26.7,4.4,0.373(4.4/11.8),2.8,0.700(2.8/4.0),1.3,0.292(1.3/4.4),12.9,2.3,0.8,3.1,3.9,1,0.4,2.4,0.1,1.6
Taj Gibson,"PF,C",NYK,52,18.2,1.7,0.517(1.7/3.2),0.8,0.810(0.8/1.0),0.3,0.397(0.3/0.7),4.4,2.7,1.7,4.4,0.6,0.4,0.8,0.5,0,1.2
Cam Reddish?,"SG,SF",NYK,49,20.7,3.4,0.405(3.4/8.3),2.1,0.900(2.1/2.3),1.4,0.359(1.4/3.8),10.1,1.6,0.5,2.1,1,1,0.3,1.2,0,0.8
Kenyon Martin Jr.,"SF,PF",HOU,79,21,3.5,0.533(3.5/6.6),1,0.635(1.0/1.6),0.8,0.357(0.8/2.1),8.8,2.7,1,3.8,1.3,0.4,0.5,0.8,0,1.7
Greg Monroe,"PF,C",MIL,14,13.9,2.3,0.563(2.3/4.1),0.9,0.524(0.9/1.6),0,0.000(0.0/0.0),5.4,2.4,2.1,4.6,1.6,0.6,0.7,0.9,0,1.8
Georges Niang?,"SF,PF",PHI,76,22.9,3.2,0.437(3.2/7.4),0.7,0.872(0.7/0.8),2.1,0.403(2.1/5.1),9.2,2.3,0.3,2.7,1.3,0.4,0.2,0.8,0,1.7
Andre Iguodala?,"SG,SF",GSW,31,19.5,1.5,0.379(1.5/3.9),0.5,0.738(0.5/0.7),0.6,0.230(0.6/2.4),4,2.6,0.7,3.3,3.7,0.9,0.7,0.9,0,4.1
Killian Hayes,"PG,SG",DET,66,25,2.7,0.384(2.7/7.0),0.9,0.768(0.9/1.1),0.7,0.265(0.7/2.5),6.9,2.6,0.5,3.2,4.2,1.2,0.5,1.7,0,2.5
Nemanja Bjelica,"PF,C",GSW,71,16.2,2.3,0.467(2.3/4.8),0.8,0.728(0.8/1.1),0.8,0.362(0.8/2.1),6.1,3.3,0.9,4.1,2.2,0.6,0.4,1.2,0,1.8
Obi Toppin,"SF,PF",NYK,72,17.1,3.5,0.531(3.5/6.6),1.3,0.762(1.3/1.7),0.7,0.306(0.7/2.4),9,2.8,1,3.7,1.1,0.3,0.5,0.8,0,1.4
Bismack Biyombo,C,PHX,36,14.1,2.4,0.593(2.4/4.0),1.1,0.538(1.1/2.0),0,0.000(0.0/0.0),5.8,2.9,1.8,4.6,0.6,0.3,0.8,0.7,0.2,0.9
Day'Ron Sharpe,"PF,C",BRO,32,12.2,2.7,0.577(2.7/4.7),0.8,0.586(0.8/1.3),0.1,0.273(0.1/0.2),6.2,2.5,2.5,5,0.5,0.3,0.5,0.9,0.1,0.6
Tre Jones,PG,SAS,69,16.7,2.4,0.491(2.4/4.9),1,0.780(1.0/1.3),0.1,0.189(0.1/0.7),6,1.8,0.4,2.2,3.4,0.6,0.1,0.7,0,5.2
Reggie Bullock,"SG,SF",DAL,68,28.1,3,0.402(3.0/7.4),0.6,0.831(0.6/0.7),2.1,0.359(2.1/5.8),8.6,3.1,0.5,3.5,1.2,0.6,0.2,0.6,0,2.1
Gabe Vincent,"PG,SG",MIA,68,23.4,3.2,0.418(3.2/7.5),0.7,0.823(0.7/0.8),1.8,0.368(1.8/4.8),8.7,1.5,0.3,1.9,3.1,0.9,0.2,1.4,0,2.1
Moritz Wagner,"PF,C",ORL,63,15.3,3.1,0.498(3.1/6.3),1.7,0.805(1.7/2.1),1.1,0.329(1.1/3.2),9,3,0.7,3.7,1.4,0.3,0.2,0.9,0,1.6
Cameron McGriff,SF,,3,15.3,1.7,0.358(1.7/4.7),0.7,1.000(0.7/0.7),0.7,0.335(0.7/2.0),4.7,3,2,5,1,0,0.3,0,0,3
Rudy Gay,"SF,PF",UTA,55,18.9,2.9,0.414(2.9/6.9),1.1,0.785(1.1/1.4),1.3,0.344(1.3/3.7),8.1,3.4,1,4.4,1,0.5,0.4,0.9,0,1.2
Shake Milton,"PG,SG",PHI,55,21.5,3.2,0.430(3.2/7.3),1.1,0.835(1.1/1.3),0.8,0.322(0.8/2.4),8.2,2,0.5,2.6,2.5,0.5,0.3,0.8,0,3.2
Terence Davis?,"SG,SF",SAC,30,17.9,3.8,0.424(3.8/8.9),1.2,0.816(1.2/1.5),1.6,0.328(1.6/5.0),10.4,2.8,0.4,3.1,1.3,0.9,0.3,1.1,0,1.2
Davion Mitchell,"PG,SG",SAC,75,27.8,4.7,0.417(4.7/11.3),0.8,0.664(0.8/1.1),1.4,0.316(1.4/4.3),11.5,1.8,0.4,2.2,4.2,0.7,0.3,1.5,0,2.8
Lance Stephenson,"SG,SF",IND,46,17.7,3.2,0.456(3.2/7.0),1.4,0.787(1.4/1.7),0.6,0.301(0.6/2.0),8.3,2.5,0.3,2.8,3.6,0.5,0.1,1.6,0.1,2.3
Joe Ingles?,"SG,SF,PF",POR,45,25.1,2.6,0.404(2.6/6.3),0.4,0.776(0.4/0.5),1.7,0.346(1.7/5.0),7.2,2.7,0.3,2.9,3.5,0.5,0.1,1,0,3.4
George Hill?,"PG,SG",MIL,54,23.2,2.2,0.430(2.2/5.1),1.1,0.922(1.1/1.2),0.8,0.306(0.8/2.5),6.2,2.2,0.7,2.9,2.2,0.8,0.1,0.8,0,2.9
Khem Birch,"PF,C",TOR,55,18.1,1.8,0.484(1.8/3.6),1,0.744(1.0/1.3),0,0.000(0.0/0.3),4.5,2.1,2.2,4.3,1,0.5,0.5,0.5,0,1.9
Solomon Hill,"SG,SF",NYK,13,10.7,0.2,0.149(0.2/1.5),0,0.000(0.0/0.0),0.2,0.150(0.2/1.0),0.6,1.3,0.5,1.8,0.9,0.3,0.2,0.1,0,12
Lindy Waters III,SF,OKL,25,18.7,2.8,0.406(2.8/7.0),0.2,0.800(0.2/0.2),2.1,0.363(2.1/5.8),8,2.7,0.2,2.9,1,0.8,0.3,0.4,0,2.2
Lonnie Walker IV?,"SG,SF",SAS,70,23.1,4.4,0.407(4.4/10.9),1.7,0.787(1.7/2.1),1.6,0.315(1.6/5.0),12.1,2.3,0.3,2.6,2.2,0.6,0.3,1,0,2.1
Hassani Gravett,PG,ORL,8,21.4,2.3,0.474(2.3/4.8),0.4,0.760(0.4/0.5),1.4,0.425(1.4/3.3),6.3,2.5,0.1,2.6,2.5,0.6,0.1,1.1,0,2.2
Blake Griffin,"PF,C",BRO,55,17.6,2.4,0.427(2.4/5.7),1,0.725(1.0/1.4),0.7,0.261(0.7/2.6),6.5,3.1,1.1,4.1,1.9,0.5,0.3,0.6,0,3.4
Stanley Johnson,PF,LAL,48,22.8,2.4,0.467(2.4/5.2),1.1,0.714(1.1/1.5),0.7,0.315(0.7/2.2),6.7,2.5,0.7,3.2,1.7,0.9,0.3,0.7,0,2.3
Cedi Osman,"SF,PF",CLE,66,22.2,3.7,0.431(3.7/8.7),1.3,0.667(1.3/2.0),1.9,0.357(1.9/5.4),10.7,1.8,0.4,2.2,2,0.8,0.2,1,0,2
Torrey Craig,"SG,SF,PF",PHX,78,20.5,2.6,0.453(2.6/5.7),0.5,0.746(0.5/0.7),1,0.330(1.0/3.0),6.6,2.9,1.1,4,1.2,0.6,0.5,0.9,0,1.4
?mer Yurtseven,C,MIA,56,12.6,2.3,0.526(2.3/4.4),0.7,0.624(0.7/1.1),0,0.100(0.0/0.2),5.3,3.7,1.5,5.3,0.9,0.3,0.4,0.7,0.1,1.2
Collin Sexton?,"PG,SG",CLE,11,28.9,6.2,0.450(6.2/13.7),2.6,0.744(2.6/3.6),1,0.244(1.0/4.1),16,2.1,1.2,3.3,2.1,0.9,0,2.8,0,0.7
Goga Bitadze?,C,IND,50,14.7,2.6,0.520(2.6/5.0),1.3,0.681(1.3/1.9),0.5,0.288(0.5/1.6),7,2,1.6,3.6,1.1,0.4,0.8,0.9,0,1.2
JaMychal Green,"PF,C",DEN,67,16.3,2.4,0.483(2.4/4.9),1.2,0.871(1.2/1.4),0.5,0.265(0.5/1.9),6.4,3,1.2,4.2,0.9,0.6,0.4,0.9,0,1
Derrick Favors?,C,OKL,39,16.8,2.4,0.516(2.4/4.7),0.4,0.641(0.4/0.6),0.1,0.122(0.1/0.4),5.3,3.2,1.5,4.7,0.6,0.4,0.3,0.2,0,2.8
Jose Alvarado,PG,NOP,54,15.5,2.4,0.447(2.4/5.4),0.7,0.684(0.7/1.0),0.6,0.289(0.6/2.0),6.1,1.4,0.5,1.9,2.8,1.3,0.1,0.7,0,3.8
Mason Jones,SG,LAL,4,12.6,1.8,0.467(1.8/3.8),3,0.800(3.0/3.8),0.3,0.250(0.3/1.0),6.8,2.3,0.3,2.5,1,0.5,0,0.3,0,4
Alex Len?,"PF,C",SAC,39,15.9,2.4,0.534(2.4/4.5),1.1,0.648(1.1/1.6),0.2,0.278(0.2/0.5),6,2.8,1.3,4.1,1.2,0.3,0.7,1.1,0.1,1
DeAndre Jordan,C,PHI,48,13,1.9,0.644(1.9/3.0),0.5,0.554(0.5/0.8),0,0.000(0.0/0.0),4.3,3.8,1.7,5.5,0.4,0.3,0.7,0.8,0,0.6
Luke Kornet,C,BOS,15,7,0.9,0.483(0.9/1.8),0.3,0.675(0.3/0.4),0,0.000(0.0/0.3),2,1.1,0.9,1.9,0.6,0.3,0.2,0,0,9
DeAndre' Bembry,"SF,PF",MIL,56,18.4,2.2,0.558(2.2/4.0),0.4,0.603(0.4/0.6),0.3,0.422(0.3/0.6),5.1,2.2,0.8,2.9,1.2,0.9,0.4,0.6,0,2.1
Derrick Jones Jr.,"SG,SF",CHI,51,17.7,2.1,0.539(2.1/3.8),1.1,0.803(1.1/1.4),0.4,0.325(0.4/1.2),5.6,2.1,1.2,3.3,0.6,0.5,0.7,0.6,0,1
Goran Dragic?,"PG,SG",BRO,21,23.7,2.7,0.377(2.7/7.2),1.3,0.822(1.3/1.6),0.8,0.253(0.8/3.0),7.5,2.5,0.7,3.1,4.1,0.9,0.2,1.6,0,2.5
Ish Smith,PG,WAS,65,17.4,2.9,0.431(2.9/6.6),0.2,0.622(0.2/0.4),0.4,0.369(0.4/1.0),6.3,1.8,0.4,2.2,3.8,0.7,0.4,1.2,0,3.1
Jalen Suggs?,"PG,SG",ORL,48,27.3,4.1,0.362(4.1/11.4),2.6,0.774(2.6/3.4),0.9,0.216(0.9/4.1),11.8,3,0.5,3.6,4.4,1.2,0.4,3,0,1.5
Tre Mann?,"PG,SG",OKL,60,22.8,3.9,0.393(3.9/9.8),1.1,0.788(1.1/1.4),1.6,0.360(1.6/4.5),10.4,2.4,0.4,2.9,1.5,0.8,0.2,1.2,0,1.3
Danny Green,"SG,SF",PHI,62,21.9,2,0.393(2.0/5.2),0.2,0.783(0.2/0.2),1.7,0.380(1.7/4.4),5.9,2,0.5,2.5,1,0.9,0.6,0.7,0,1.4
Robin Lopez,C,ORL,36,17,3.1,0.553(3.1/5.5),0.9,0.593(0.9/1.5),0.1,0.353(0.1/0.2),7.1,1.6,1.9,3.5,1.5,0.1,0.5,1.2,0.1,1.2
Cody Zeller,C,POR,27,13.2,1.9,0.568(1.9/3.3),1.4,0.779(1.4/1.8),0,0.000(0.0/0.2),5.2,2.8,1.8,4.6,0.8,0.3,0.2,0.7,0,1.2
Wes Iwundu,"SG,SF",ATL,3,27.4,2.7,0.445(2.7/6.0),1,0.752(1.0/1.3),1,0.599(1.0/1.7),7.3,3.3,1,4.3,0,0.3,0,0.3,0,0
Payton Pritchard,PG,BOS,71,14.1,2.3,0.429(2.3/5.3),0.3,1.000(0.3/0.3),1.4,0.412(1.4/3.5),6.2,1.4,0.4,1.9,2,0.3,0.1,0.6,0,3.4
Corey Kispert,"SG,SF",WAS,77,23.4,3,0.455(3.0/6.7),0.7,0.864(0.7/0.8),1.5,0.349(1.5/4.2),8.2,2,0.7,2.7,1.1,0.4,0.3,0.6,0,1.7
Jordan McLaughlin,PG,MIN,62,14.6,1.4,0.440(1.4/3.2),0.5,0.738(0.5/0.7),0.4,0.321(0.4/1.4),3.8,1.2,0.4,1.5,2.9,0.9,0.2,0.6,0,4.7
Rajon Rondo,PG,CLE,39,17.9,1.7,0.383(1.7/4.5),0.5,0.731(0.5/0.7),0.8,0.350(0.8/2.3),4.8,2.4,0.4,2.8,4.4,0.8,0.2,1.7,0,2.6
Jeremy Lamb,"SG,SF",SAC,56,16.8,2.4,0.384(2.4/6.2),1.6,0.841(1.6/1.9),1,0.322(1.0/3.0),7.3,2.3,0.5,2.8,1.4,0.5,0.4,0.7,0,2.2
Zeke Nnaji,PF,DEN,41,17,2.3,0.515(2.3/4.5),1,0.629(1.0/1.6),0.9,0.462(0.9/2.0),6.6,2.2,1.4,3.6,0.4,0.4,0.3,0.6,0,0.7
Jalen McDaniels,"SF,PF,C",CHA,55,16.3,2.2,0.485(2.2/4.6),1,0.733(1.0/1.3),0.8,0.383(0.8/2.0),6.2,2.4,0.7,3.1,1,0.5,0.4,0.7,0,1.6
Facundo Campazzo,PG,DEN,65,18.3,1.7,0.363(1.7/4.6),0.9,0.767(0.9/1.2),0.9,0.300(0.9/3.0),5.1,1.4,0.4,1.8,3.4,1,0.4,1,0,3.3
Damion Lee,"SG,SF",GSW,63,20,2.7,0.441(2.7/6.1),1.1,0.882(1.1/1.2),1,0.337(1.0/3.0),7.4,2.8,0.4,3.2,1,0.6,0.1,0.6,0,1.7
Xavier Moon,SG,LAC,10,13.7,2.5,0.490(2.5/5.1),0.3,0.600(0.3/0.5),0.5,0.357(0.5/1.4),5.8,1.2,0.2,1.4,2.4,0.7,0.3,0.6,0,4
Dennis Smith Jr.,PG,POR,37,17.3,2.1,0.419(2.1/5.1),1.1,0.659(1.1/1.7),0.2,0.219(0.2/0.7),5.6,1.8,0.5,2.4,3.6,1.2,0.3,1.4,0,2.6
Dean Wade?,"SF,PF,C",CLE,51,19.3,1.9,0.456(1.9/4.3),0.4,0.661(0.4/0.6),1,0.360(1.0/2.8),5.3,2.3,0.6,2.9,1,0.6,0.1,0.3,0,3.5
Aaron Wiggins,"SG,SF,PF",OKL,50,24.2,3.1,0.463(3.1/6.7),1.2,0.729(1.2/1.7),0.8,0.304(0.8/2.8),8.3,2.5,1,3.6,1.4,0.6,0.2,1.1,0,1.3
Aaron Holiday,PG,PHX,63,16.2,2.4,0.447(2.4/5.4),0.9,0.870(0.9/1.1),0.6,0.380(0.6/1.6),6.3,1.6,0.4,1.9,2.4,0.7,0.1,1,0,2.3
Saben Lee,PG,DET,37,16.4,1.9,0.389(1.9/4.8),1.5,0.786(1.5/1.9),0.4,0.235(0.4/1.6),5.6,1.8,0.5,2.3,2.9,0.9,0.3,1,0,3
Taurean Prince,"SF,PF",MIN,69,17.2,2.6,0.453(2.6/5.7),0.9,0.756(0.9/1.2),1.3,0.377(1.3/3.3),7.3,2.1,0.4,2.5,1,0.7,0.3,0.8,0,1.3
Nickeil Alexander-Walker,"SG,SF",UTA,65,22.7,3.9,0.372(3.9/10.5),1.3,0.744(1.3/1.7),1.6,0.312(1.6/5.2),10.6,2.3,0.6,2.9,2.4,0.7,0.4,1.4,0,1.7
Jonathan Kuminga,"SF,PF",GSW,70,17,3.4,0.513(3.4/6.6),1.9,0.686(1.9/2.7),0.7,0.333(0.7/2.1),9.3,2.6,0.8,3.3,0.9,0.4,0.3,1.1,0,0.9
Raul Neto,PG,WAS,70,19.6,2.9,0.462(2.9/6.3),1.2,0.773(1.2/1.5),0.5,0.292(0.5/1.7),7.5,1.7,0.2,1.9,3.1,0.8,0,1.1,0,2.7
Landry Shamet,"PG,SG",PHX,69,20.9,2.8,0.394(2.8/7.0),1,0.846(1.0/1.2),1.8,0.368(1.8/4.8),8.3,1.6,0.2,1.8,1.6,0.4,0.1,0.6,0,2.6
Enes Freedom,C,HOU,35,11.8,1.5,0.527(1.5/2.8),0.7,0.863(0.7/0.8),0.1,0.429(0.1/0.1),3.7,2.9,1.7,4.6,0.2,0.1,0.4,0.6,0.1,0.4
Davon Reed,SG,DEN,48,13.9,1.7,0.504(1.7/3.4),0.2,0.677(0.2/0.3),0.8,0.430(0.8/1.8),4.4,2,0.3,2.3,1.1,0.5,0.2,0.3,0,3.3
James Johnson,"PF,C",BRO,62,19.3,2.3,0.470(2.3/4.9),0.5,0.528(0.5/0.9),0.4,0.270(0.4/1.4),5.5,2.6,0.8,3.5,2.1,0.5,0.5,0.8,0,2.7
Ben McLemore,"SG,SF",POR,64,20.1,3.4,0.401(3.4/8.4),1.1,0.819(1.1/1.4),2.4,0.362(2.4/6.5),10.2,1.4,0.2,1.6,0.9,0.6,0.2,0.9,0,1.1
Justin Anderson,SF,IND,16,19.7,2.3,0.379(2.3/5.9),0.9,0.790(0.9/1.2),0.9,0.255(0.9/3.7),6.4,2.6,0.3,2.9,2.1,0.5,0.4,0.5,0,4.1
